id,question_type,question_th,question_en,answer_th,answer_en,active,order_no,create_date,update_date
360,ความรู้ทั่วไป,จากตารางมีการใช้เครื่องหมาย - ระบุว่า Not established หมายความว่าจะต้องควบคุมค่าสารเคมีนั้นๆ ที่ 0.1 ppm หรือไม่,,ใช่ ,,Y,360,2019-02-21 10:52:28,2019-02-21 10:52:28
361,ความรู้ทั่วไป,มีหน่วยงานจากรัฐบาลกี่หน่วยงานที่จะช่วยตรวจสอบการใช้สารเคมีของเกษตรกร ? แล้วถ้าหน่วยงานจากรัฐบาลให้การรับรองเกษตรกรายนั้นแล้ว เราจะสามารถมั่นใจได้เลยหรือไม่ว่าจะไม่มีสารเคมีตกค้าง,,มีหน่วยงานของรัฐหลายหน่วยที่ตรวจสอบการใช้สารเคมีของเกษตรกร เช่น การตรวจรับรองฟาร์มมาตรฐานซึ่งจะมีเรื่องการใช้สารเคมี ซึ่งเราสามารถมั่นใจได้ในระดับหนึ่งว่าฟาร์มนั้นมีการใช้สารเคมีตามที่ให้คำแนะนำ แต่ไม่ได้หมายความว่า 100% เพราะบางทีก็มีปัญหาใช้สารเคมีตามที่แนะนำ แต่ปรากฏว่าสารเคมีที่ใช้ติดฉลกาไม่ตรงกับข้อเท็จจริง เป็นต้น ปัจจุบันหน่วยงานที่ดูและเรื่องฟาร์ม เช่น กรมวิชาการเกษตร กรมส่งเสริมการเกษตร กรมปสุสัตว์ กรมประมง เป็นต้น ในระยะต่อไปจะเป็นการจัดตั้ง CB เอกชนเพื่อมาสนับสนุนการดำเนินงานด้านนี้ด้วย ,,Y,361,2019-02-21 10:52:28,2019-02-21 10:52:28
362,ความรู้ทั่วไป,การใช้ค่า Uniform Limit จะใช้ในกรณีใด,,ถ้าสารเคมีนั้นๆไม่ได้อยู่ในค่าที่ประกาศใน positive list คือ ที่ไม่ได้กำหนดค่า MRLs ไว้ก็จะใช้ค่า Uniform Limit คือ 0.01 ppm. ทั้งนี้ในกรณียากจะวิเคราะห์ที่ระดับค่า 0.01 ppm. ให้ใช้ค่าที่สามารถวิเคราะห์ได้ต่ำสุดเป็นมาตรฐาน เช่น ค่า pyrethrin จะไม่ใช้ค่า 0.01 ppm. เนื่องจากยากที่จะวิเคราะห์ แต่จะใช้ค่า 0.05 ppm. ซึ่งเป็นค่าที่สามารถวิเคราะห์ได้ต่ำ ,,Y,362,2019-02-21 10:52:28,2019-02-21 10:52:28
363,ความรู้ทั่วไป,เนื่องจากไม่มีการกำหนดค่า MRLs โดยเฉพาะสำหรับใน Aloe Vera จึงต้องการทราบว่าจะให้ยึดตาม MRLs ของผลไม้หรือพืชกลุ่มใด,,ได้สอบถามญี่ปุ่นไปแต่ไม่ได้รับคำตอบเข้าใจว่าญี่ปุ่นไม่รู้จัก ในหลักการสินค้าจะแยกเป็นกลุ่มๆ และแต่ละกลุ่มจะมีรายละเอียดแต่ละรายการ และใน บางกลุ่มระบุไว้มีรายการอื่นๆ ให้ใช้รายการอื่นๆของสินค้ากลุ่มเดียวกัน แต่ aloe vera ไม่ใช่ผลไม้ คงต้องดูรายการอื่นๆ แทน ,,Y,363,2019-02-21 10:52:28,2019-02-21 10:52:28
364,ความรู้ทั่วไป,การตรวจสารเคมีตกค้างควรพิจารณาจากเกณฑ์อะไรบ้าง เนื่องจากผลไม้แต่ละชนิดใช้ สารเคมีไม่เหมือนกัน,,จากข้อมูลความเสี่ยงและการประเมินความเสี่ยง ,,Y,364,2019-02-21 10:52:28,2019-02-21 10:52:28
365,ความรู้ทั่วไป,จากจำนวน 799 substance ที่กำหนด ทางบริษัทกลุ่มผลิตภัณฑ์ผัก/ผลไม้บรรจุกระป๋อง สามารถใช้ระบบแบบสอบถามการใช้สารเคมีจากเกษตรกรที่ใช้จริง และนำมาตรวจวิเคราะห์เฉพาะรายการที่ได้รับจากแบบสอบถามหรือไม่ ในกรณีที่สารเคมีที่มีการใช้แต่ห้องปฏิบัติการภายในประเทศไม่สามารถตรวจสอบได้จะสามารถทำอย่างไรได้บ้าง,,ทำอย่างไรก็ได้ที่จะสร้างความมั่นใจได้ว่าสินค้าของท่านไม่มีสารตกค้างตามที่ระบุไว้ใน positive list ตามรายการสินค้าของท่าน ไม่จำเป็นต้องส่งตรวจที่ lab ทุกค่าสารเคมี สำหรับค่าที่ห้อง lab ในประเทศตรวจไม่ได้ ถ้าญี่ปุ่นเองก็ตรวจไม่ได้ (มีอยู่ 200 ค่าที่ยังไม่สามารถมีวิธีตรวจวิเคราะห์)ก็คงไม่ต้องกังวลมาก แต่ถ้าที่อื่นตรวจได้แต่ไทยตรวจไม่ได้ หรือ คงต้องส่งตรวจที่ lab อื่นๆ หาวิธีในการควบคุมการใช้ในอยู่ในเกณฑ์มาตรฐาน เช่น จำนวนการใช้ ระยะ withdrawal period,,Y,365,2019-02-21 10:52:28,2019-02-21 10:52:28
366,ความรู้ทั่วไป,AFTA คืออะไร,,ย่อมาจาก ASEAN Free Trade Area หมายถึง เขตการค้าเสรีอาเซียน ซึ่งกลุ่มประเทศสมาชิกอาเซียนทั้ง 10 ประเทศจะร่วมมือกันเพื่อส่งเสริมให้การค้าขายระหว่างกันในอาเซียนเป็นไปอย่างเสรีและดำเนินการลดอัตราภาษีศุลกากรระหว่างกันลงเหลือร้อยละ 0-5 ภายใน 9 ปี เริ่มตั้งแต่วันที่ 1 มกราคม 2536 และสิ้นสุดวันที่ 1 มกราคม 2545 รวมทั้งยกเลิกมาตรการที่มิใช่ภาษีเมื่อมีการได้รับสิทธิประโยชน์ด้านภาษีระหว่างกัน ทั้งนี้ยกเว้นเวียดนาม ลาว พม่าและกัมพูชา ซึ่งเป็นสมาชิกอาเซียนช้ากว่าสมาชิกอื่นๆ จึงได้รับการผ่อนผันให้ เวียดนามลดภาษีลงเหลือร้อยละ 0-5 ภายใน ปี 2549 ส่วน ลาวและพม่าภายในปี 2551 และกัมพูชา ภายในปี 2553 ,,Y,366,2019-02-21 10:52:28,2019-02-21 10:52:28
367,ความรู้ทั่วไป,สมาชิกของ AFTA ประกอบด้วยประเทศอะไรบ้าง,,ประกอบด้วยสมาชิกของ ASEAN 10 ประเทศ ได้แก่ อินโดนีเซีย มาเลเซีย ฟิลิปปินส์ สิงคโปร์ ไทย บรูไนดารุสซาลาม เวียดนาม ลาว พม่า และกัมพูชา ,,Y,367,2019-02-21 10:52:28,2019-02-21 10:52:28
368,ความรู้ทั่วไป,APEC ก่อตั้งขึ้นเพื่ออะไร,,APEC เป็นชื่อย่อของ Asia-Pacific Economic Cooperation ก่อตั้งขึ้นเมื่อปี พ.ศ. 2532 เพื่อให้เกิดความร่วมมือทางเศรษฐกิจให้มากขึ้นระหว่างประเทศในภูมิภาคเอเชีย-แปซิฟิก ปัจจุบันองค์กรเป็นเครื่องมือสำคัญในการเปิดตลาดการค้าในภูมิภาคและเป็นองค์กรความร่วมมือทางเศรษฐกิจที่สำคัญของภูมิภาค,,Y,368,2019-02-21 10:52:28,2019-02-21 10:52:28
369,ความรู้ทั่วไป,สมาชิกของ APEC ประกอบด้วยประเทศอะไรบ้าง,,"สมาชิกมีจำนวน 21ประเทศ ได้แก่ ไทย มาเลเซีย อินโดนีเซีย ฟิลิปปินส์ สิงคโปร์ บรูไน เวียดนาม สหรัฐอเมริกา แคนาดา ออสเตรเลีย 
นิวซีแลนด์ เกาหลีใต้ ญี่ปุ่น สาธารณรัฐประชาชนจีน จีนไทเป ฮ่องกง เม็กซิโก ปาปัวนิวกินี ชิลี รัสเซีย และเป",,Y,369,2019-02-21 10:52:28,2019-02-21 10:52:28
370,ความรู้ทั่วไป,ASEAN คืออะไร,,ASEAN ย่อมาจากคำว่า Association of Southeast Asain Nations หมายถึง สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้ เป็นองค์กรซึ่งถือกำเนิดตามปฏิญญากรุงเทพฯ (Bangkok Declaration) เมื่อวันที่ 8 สิงหาคม 2510 ตามเจตนารมณ์ของผู้นำประเทศเอเซียตะวันออกเฉียงใต้ 5 ประเทศ ได้แก่ อินโดนีเซีย มาเลเซีย ฟิลิปปินส์ สิงคโปร์ และประเทศไทย ที่จะทำให้มีการรวมกลุ่มและร่วมมือกันเสริมสร้างให้ภูมิภาคมีสันติภาพ อันนำมาซึ่งเสถียรภาพทางการเมืองและความเจริญก้าวหน้าทางเศรษฐกิจ สังคม และวัฒนธรรม ซึ่งต่อมาบรุไนดารุสซาลามได้เข้าเป็นสมาชิกลำดับที่ 6 ในปี 2547 เวียดนามเข้าเป็นสมาชิกลำดับที่ 7 ในปี 2538 และลาวกับพม่าเข้าเป็นสมาชิกพร้อมกันเมื่อวันที่ 23 กรกฎาคม 2540 และสุดท้ายกัมพูชาเข้าเป็นสมาชิกในปี 2542 ทำให้ปัจจุบันอาเซียนมีสมาชิกรวม 10 ประเทศ ,,Y,370,2019-02-21 10:52:28,2019-02-21 10:52:28
371,ความรู้ทั่วไป,จุดมุ่งหมายของการรวมกลุ่ม ASEAN คืออะไร,,ASEAN มีการรวมกลุ่มกันเพื่อเสริมสร้างให้ภูมิภาคมีความสันติ อันนำมาซึ่งเสถียรภาพทางการเมืองและความเจริญก้าวหน้าทางเศรษฐกิจ สังคม และวัฒนธรรม,,Y,371,2019-02-21 10:52:28,2019-02-21 10:52:28
372,ความรู้ทั่วไป,EFTA คืออะไร,,EFTA ย่อมาจากคำว่า European Free Trade Association คือสมาคมการค้าเสรียุโรป ตั้งขึ้นเมื่อปี 2503 โดยมีวัตถุประสงค์เพื่อก่อให้เกิดการค้าเสรีบนพื้นฐานแห่งความเป็นธรรม ส่งเสริมการขยายตัวทางเศรษฐกิจ โดยให้เกิดเสถียรภาพทางการเงินและยกระดับมาตรฐานการครองชีพอย่างต่อเนื่อง ปัจจุบันสมาชิก คือ ไอซ์แลนด์ นอร์เวย์ สวิตเซอร์แลนด์ และลิกเตนสไตน์ ,,Y,372,2019-02-21 10:52:28,2019-02-21 10:52:28
373,ความรู้ทั่วไป,วัตถุประสงค์ของ EFTA คืออะไร,,EFTA มีวัตถุประสงค์เพื่อก่อให้เกิดการค้าเสรีบนพื้นฐานแห่งความเป็นธรรม ส่งเสริมการขยายตัวทางเศรษฐกิจ โดยให้เกิดเสถียรภาพทางการเงินและยกระดับมาตรฐานการครองชีพอย่างต่อเนื่อง,,Y,373,2019-02-21 10:52:28,2019-02-21 10:52:28
374,ความรู้ทั่วไป,สมาชิกของ EFTA ประกอบด้วยประเทศอะไรบ้าง,,สมาชิกประกอบด้วย ไอซ์แลนด์ นอร์เวย์ สวิตเซอร์แลนด์ และลิกเตนสไตน์ ,,Y,374,2019-02-21 10:52:28,2019-02-21 10:52:28
375,ความรู้ทั่วไป,EU คืออะไร,,EU ย่อมาจากคำว่า European Union เป็นการรวมประเทศในสมาคมยุโรป 15 ประเทศซึ่งทำให้ใช้ชื่อสหภาพยุโรปแทนประชาคมยุโรป และปัจจุบันมีสมาชิกเพิ่มขึ้นอีก 10 ประเทศ ,,Y,375,2019-02-21 10:52:28,2019-02-21 10:52:28
376,ความรู้ทั่วไป,สมาชิกที่เพิ่มขึ้น 10 ประเทศของ EU คือประเทศอะไรบ้าง,,ได้แก่ สาธารณรัฐเชค ฮังการี โปแลนด์ สโลวัค สโลเวีย เอสโธเนีย ลิธัวเนีย ลัทเวีย มอลต้า ไซปรัส ,,Y,376,2019-02-21 10:52:28,2019-02-21 10:52:28
377,ความรู้ทั่วไป,EU White Paper คืออะไร,,คือ ร่างกฎหมาย ที่เสนอต่อคณะรัฐมนตรีแห่งสภาพยุโรปและรัฐสภายุโรปเพื่อพิจารณา [ซึ่งร่างกฎหมายดังกล่าวจะจัดทำขึ้นหลังจากคณะกรรมาธิการยุโรป ได้รับฟังความคิดเห็นของประชาชนที่มีต่อนโยบาย และคณะกรรมาธิการยุโรปได้นำแนวคิดเห็นดังกล่าว มาวิเคราะห์ สังเคราะห์และประมวล แล้วจึงจัดทำร่างกฎหมายที่เรียกว่า White Paper] ,,Y,377,2019-02-21 10:52:28,2019-02-21 10:52:28
378,ความรู้ทั่วไป,สหภาพยุโรปทำงานอย่างไร,,สหภาพยุโรปไม่ได้แทนที่ประเทศต่างๆที่ดำรงอยู่ แต่ในขณะเดียวกันก็มีสถานะมากกว่าองค์กรระหว่างประเทศ จึงอาจกล่าวได้ว่าสหภาพยุโรปเป็นองค์กรอันเป็นเอกลักษณ์ที่สมาชิกได้ร่วมกันจัดตั้งสถาบันต่างๆ ขึ้น และได้มอบอำนาจอธิปไตยบางส่วนให้แก่สถาบันนั้น เพื่อให้มีการตัดสินใจในเรื่องที่มีผลประโยชน์ร่วมกันได้ตามแบบประชาธิปไตยในระดับยุโรป นโยบายและกฎหมายทั่วไปของสหภาพยุโรปเป็นผลจากการทำงานร่วมกันของสามสถาบันหลักอันได้แก่: คณะมนตรีแห่งสหภาพยุโรป รัฐสภายุโรป และคณะกรรมาธิการยุโรป โดยสามเหลี่ยมสถาบันนี้ได้รับการสนับสนุนจากสถาบันที่มีความสำคัญอื่นๆอันได้แก่ ศาลยุติธรรม ศาลตรวจสอบการเงินและบัญชียุโรป และธนาคารกลางแห่งยุโรป,,Y,378,2019-02-21 10:52:28,2019-02-21 10:52:28
379,ความรู้ทั่วไป,สนธิสัญญาฉบับต่างๆ ของสหภาพยุโรปคืออะไรและเหตุใดจึงมีความสำคัญ,,"สนธิสัญญาซึ่งมีผลผูกพันทางกฎหมายจำนวนมากเปรียบเสมือนหัวใจของสหภาพยุโรป เพราะสนธิสัญญาได้กำหนดให้ประเทศสมาชิกถ่ายโอนอำนาจอธิปไตยบางส่วนของตนให้แก่สถาบันร่วมต่างๆที่ปกป้องทั้งผลประโยชน์ของแต่ละประเทศสมาชิกและของยุโรปโดยรวม 
สนธิสัญญาเหล่านี้มีความสำคัญเนื่องจากเป็นรากฐานในการก่อตั้งสหภาพยุโรป และให้รายละเอียดถึงวิธีการและขอบเขตงานที่มีการบูรณาการของประเทศสมาชิก สำหรับข้อมูลเพิ่มเติมเกี่ยวกับสนธิสัญญาเหล่านี้ โปรดดูที่http://europa.eu.int/abc/treaties_en.htm",,Y,379,2019-02-21 10:52:28,2019-02-21 10:52:28
380,ความรู้ทั่วไป,หากมีสมาชิกทั้งหมด 25 ประเทศ ทำไมธงประจำสหภาพยุโรปจึงมีดาวเพียง 12 ดวง,,มีดาว 12 ดวงเพราะเลข 12 เป็นสัญลักษณ์ของความครบถ้วนสมบูรณ์ และความเป็นเอกภาพ จำนวนดาวบนธงจึงคงเดิมแม้จะมีสมาชิกเพิ่มมากขึ้น ธงไม่ใช่แค่เพียงสัญลักษณ์ของสหภาพยุโรปเท่านั้น แต่ยังหมายถึงเอกลักษณ์และความเป็นเอกภาพของยุโรป ดาวสีทองที่เรียงกันเป็นรูปวงกลมยังแสดงให้เห็นถึงความเป็นอันหนึ่งอันเดียวและความกลมเกลียวกันของประชาชนยุโรป,,Y,380,2019-02-21 10:52:28,2019-02-21 10:52:28
381,ความรู้ทั่วไป,ภาษาราชการของสหภาพยุโรปคือภาษาใดบ้าง,,สหภาพยุโรปมีภาษาทางราชการ 20 ภาษา ได้แก่ ภาษาสเปน เดนมาร์ก เยอรมัน กรีก อังกฤษ ฝรั่งเศส อิตาลี ดัทช์ โปรตุเกส ฟินนิช สวีเดน เช็ก เอสโตเนีย แลตเวีย ลิธัวเนีย ฮังการี มอลตา โปแลนด์ สโลวะเกีย และสโลวีเนีย นอกจากนี้ยังมีภาษาท้องถิ่นอีกหลายภาษาที่ได้รับการยอมรับเช่น ภาษาคาตาลัน ,,Y,381,2019-02-21 10:52:28,2019-02-21 10:52:28
382,ความรู้ทั่วไป,วันที่ 9 พฤษภาคมซึ่งเป็นวันฉลองวันยุโรป (Europe Day) มีความสำคัญอย่างไร,,วันที่ 9 พฤษภาคม 1950 ถือเป็นก้าวแรกของการบูรณาการยุโรปอย่างแท้จริง โดยในวันนี้ ที่กรุงปารีส รัฐมนตรีว่าการกระทรวงต่างประเทศของประเทศฝรั่งเศส นายโรเบิร์ต ชูมาน ได้เสนอให้มีการจัดตั้งองค์กรยุโรปที่มีอำนาจเหนือรัฐ ซึ่งถือเป็นการเริ่มยุคสมัยแห่งการก่อตัวของยุโรปขึ้นมาใหม่ การประชุมผู้นำสหภาพยุโรปที่กรุงมิลานในปี 1985 จึงได้ตัดสินใจให้มีการเฉลิมฉลองวันนี้,,Y,382,2019-02-21 10:52:28,2019-02-21 10:52:28
383,ความรู้ทั่วไป,สถาบันของสหภาพยุโรปมีอะไรบ้าง,,"สหภาพยุโรปสถาบันหลัก 5 สถาบันคือ 
1. รัฐสภายุโรป
2. คณะมนตรีแห่งสหภาพยุโรป
3. คณะกรรมาธิการยุโรป
4. ศาลยุติธรรม
5. ศาลตรวจสอบการเงินและบัญชียุโรป� 

นอกจากนี้ยังมีหน่วยงานที่สำคัญอีก 5 หน่วยงาน ได้แก่
1. คณะกรรมการเศรษฐกิจและสังคม
2. คณะกรรมการภูมิภาค
3. ธนาคารกลางแห่งยุโรป
4. ผู้ตรวจการยุโรป
5. ธนาคารเพื่อการลงทุนของยุโรป ",,Y,383,2019-02-21 10:52:28,2019-02-21 10:52:28
384,ความรู้ทั่วไป,คณะกรรมาธิการยุโรป (European Commission) ทำหน้าที่อะไร,,"- คณะกรรมาธิการยุโรปเป็นฝ่ายบริหาร หรือฝ่ายบริการสาธารณะ ของสหภาพยุโรป
- คณะกรรมาธิการยุโรปเป็นพลังเคลื่อนในระบบสถาบันของสหภาพยุโรป เป็นเพียงสถาบันเดียวที่มีอำนาจในการ เสนอกฎหมาย และรับผิดชอบดำเนินงานตามกฎหมายของยุโรป (Directive, Regulation, Decision) ดูแลงบประมาณ และโครงการต่างๆ ที่เห็นชอบโดยรัฐสภายุโรปและคณะมนตรีแห่งสหภาพยุโรป 
- คณะกรรมาธิการยุโรปเป็นเสมือนผู้ปกป้องสนธิสัญญาและทำงานร่วมกับศาลสถิตยุติธรรม (Court of Justice) เพื่อให้มีการใช้กฎหมายสหภาพยุโรปอย่างถูกต้องเหมาะสม นอกจากนี้ คณะกรรมาธิการยุโรปยังเป็นตัวแทนของสหภาพยุโรปในเวทีโลก และมีหน้าที่เจรจาความตกลงระหว่างประเทศ โดยส่วนใหญ่เป็นเรื่องการค้าและความร่วมมือ",,Y,384,2019-02-21 10:52:28,2019-02-21 10:52:28
385,ความรู้ทั่วไป,คณะมนตรีแห่งสหภาพยุโรป (Council of the European Union) คืออะไร,,คณะมนตรีแห่งสหภาพยุโรป เป็นสถาบันที่มีอำนาจในการตัดสินใจหลักของสหภาพยุโรป� ประกอบด้วยผู้แทนระดับรัฐมนตรีจากประเทศสมาชิกที่มาประชุมกันเป็นประจำ�� โดยจะประชุมในกลุ่มที่ต่างกันไปขึ้นอยู่กับเนื้อหาของการประชุม เช่น การต่างประเทศ การเงิน การศึกษา โทรคมนาคม เป็นต้น สำหรับข้อมูลเพิ่มเติมเกี่ยวกับคณะมนตรีแห่งสหภาพยุโรปยุโรป โปรดดูที่ http://ue.eu.int/en/summ.htm,,Y,385,2019-02-21 10:52:28,2019-02-21 10:52:28
386,ความรู้ทั่วไป,สามารถหาข้อมูลทางสถิติเกี่ยวกับสหภาพยุโรปได้จากที่ใด,,"ข้อมูลทางสถิติล่าสุดและครบถ้วนที่สุดเกี่ยวกับสหภาพยุโรปและยูโรโซน (Euro-Zone)
สามารถหาได้จากเว็บไซต์ของ Eurostat ที่http://europa.eu.int/comm/eurostat
นอกจากนี้ยังมีข้อมูลทางสถิติอยู่ที่ศูนย์ข้อมูลของสำนักงานคณะผู้แทนคณะกรรมาธิการยุโรป ",,Y,386,2019-02-21 10:52:28,2019-02-21 10:52:28
387,ความรู้ทั่วไป,Free Trade Area คืออะไร,,Free Trade Area หรือเขตการค้าเสรีหมายถึง การรวมกลุ่มทางเศรษฐกิจรูปแบบหนึ่ง อันเกิดจากข้อตกลงระหว่างรัฐบาลตั้งแต่สองประเทศขึ้นไป ซึ่งตกลงจะยกเลิกภาษีศุลกากรและมาตรการอื่นๆ ที่เป็นอุปสรรคทางการค้าให้แก่กันและกัน โดยประเทศภาคีข้อตกลงต่างมีอิสระในการเรียกเก็บภาษีศุลกากรและใช้มาตรการจำกัดทางการค้ากับประเทศอื่นที่มิได้เป็นภาคีได้โดยเสรี การรวมกลุ่มทางเศรษฐกิจในรูปแบบดังกล่าวที่ปรากฏในปัจจุบันได้แก่ AFTA หรือเขตการค้าเสรีอาเซียน EFTA หรือสมาคมการค้าเสรียุโรป ,,Y,387,2019-02-21 10:52:28,2019-02-21 10:52:28
388,ความรู้ทั่วไป,ทำไมประเทศต่างๆ จึงหันมาสนใจจัดทำเขตการค้าเสรีกันมากขึ้น,,"สาเหตุที่ประเทศต่างๆ จึงให้ความสนใจจัดทำเขตการค้าเสรี เนื่องจาก
1) การเปิดเจรจาการค้ารอบใหม่ของ WTO ล่าช้า ประเทศต่างๆ จึงได้หันมาพิจารณาจัดทำเขตการค้าเสรีมากขึ้น เพื่อให้มีผลคืบหน้าในการเปิดเสรีทางเศรษฐกิจการค้าระหว่างกันอย่างเป็นรูปธรรมมากกว่าและรวดเร็วกว่าการเปิดเสรีในกรอบ WTO
2) การที่จีนเข้าเป็นสมาชิกของ WTO ทำให้ประเทศต่างๆ เกิดความหวั่นเกรงต่อศักยภาพด้านการแข่งขันของจีน เนื่องจากจีนเป็นประเทศใหญ่ที่จะขยายบทบาทอำนาจทางเศรษฐกิจได้มาก จากความได้เปรียบของตลาดภายในที่มีขนาดใหญ่ มีประชากรจำนวนมหาศาลและมีแรงงานราคาถูก จึงสามารถรองรับการผลิต การบริโภค และมีศักยภาพในการส่งออกสูง เมื่อจีนได้เข้าเป็นสมาชิก WTO จะได้รับสิทธิเท่าเทียมกับประเทศอื่นๆ ด้วยเหตุนี้ ประเทศต่างๆ ทั้งที่เป็นประเทศพัฒนาแล้ว และประเทศกำลังพัฒนา จึงต้องปรับนโยบายและกลยุทธ์ทางเศรษฐกิจ เพื่อเพิ่มขีดความสามารถในการแข่งขัน
3) การทำเขตการค้าเสรีเป็นการให้แต้มต่อ หรือให้สิทธิพิเศษทางการค้าและการลงทุนแก่ประเทศที่เข้าร่วมโดยไม่ขัดกับ WTO (หากปฏิบัติตามเงื่อนไข) ซึ่งจะทำให้มีการขยายการค้าและการลงทุน ระหว่างประเทศที่ร่วมทำเขตการค้าเสรี และในทางกลับกัน ก็เท่ากับส่งผลกระทบต่อประเทศที่อยู่นอกกลุ่มที่จะค้าและลงทุนกับประเทศที่อยู่ในกลุ่มเขตการค้าเสรีได้น้อยลง จึงเป็นแรงกระตุ้นให้หันมาพิจารณาจัดทำเขตการค้าเสรีกับประเทศอื่นด้วยเช่นกัน
4) หลายประเทศได้ใช้การจัดทำเขตการค้าเสรีเป็นยุทธวิธีในการสร้างพันธมิตรด้านเศรษฐกิจและการเมือง รวมทั้งเป็นการสร้างฐานในการขยายการค้าและการลงทุนกับประเทศหรือกลุ่มประเทศในภูมิภาคอื่นๆ ที่อยู่ห่างไกลด้วย
5) ประเทศที่มีพื้นที่ขนาดเล็กแต่มีระบบเศรษฐกิจที่เปิดเสรีเต็มที่อยู่แล้ว เช่น สิงคโปร์ และชิลี ได้ใช้ยุทธวิธีนี้อย่างแข็งขัน เนื่องจากมีระดับการเปิดเสรีสูง จึงมีโอกาสที่จะได้ประโยชน์จากการเปิดตลาดของประเทศที่ร่วมทำเขตการค้าเสรีได้มาก เช่น สิงคโปร์ทำเขตการค้าเสรีกับญี่ปุ่น เป็นต้น ",,Y,388,2019-02-21 10:52:28,2019-02-21 10:52:28
389,ความรู้ทั่วไป,ประเทศไทยมีหลักเกณฑ์ในการจัดทำเขตการค้าเสรีกับประเทศต่างๆ อย่างไรบ้าง,,"หลักการในการจัดทำเขตการค้าเสรีของประเทศไทย มีดังนี้
1) การจัดทำความตกลงเขตการค้าเสรี ควรทำในกรอบกว้าง (Comprehensive) ครอบคลุมการเปิดเสรีทั้งการค้าสินค้าและบริการ และการลงทุน รวมทั้งการขยายความร่วมมือทางเศรษฐกิจอื่นๆ อย่างไรก็ตามควรมีความยืดหยุ่น (Flexibility) ให้สอดคล้องกับระดับการพัฒนาของประเทศคู่เจรจาเพื่อให้ได้รับผลประโยชน์ทั้งสองฝ่าย
2) การจัดทำความตกลงเขตการค้าเสรีควรให้สอดคล้องกับกฎของ WTO ซึ่งมีเงื่อนไขให้การเปิดเสรีครอบคลุมการค้าสินค้า/บริการอย่างมากพอ (Substantial) สร้างความโปร่งใส และเปิดให้สมาชิกอื่นตรวจสอบความตกลง
3) การจัดทำความตกลงเขตการค้าเสรี ควรยึดหลักการแลกเปลี่ยนผลประโยชน์ (Reciprocate) และเกื้อกูลซึ่งกันและกัน โดยคำนึงถึงสถานะของไทยที่เป็นประเทศกำลังพัฒนาในกรณีที่คู่เจรจาเป็นประเทศที่พัฒนาแล้ว ไทยควรเรียกร้องความยืดหยุ่นเพื่อให้มีเวลาในการปรับตัวนานกว่า หรือทำข้อผูกพันในระดับต่ำกว่า
4) การจัดทำความตกลงเขตการค้าเสรี ควรให้ครอบคลุมเรื่องมาตรการสุขอนามัย และมาตรการที่ไม่ใช่ภาษีอื่นๆ (NTM) ด้วย
5) ความตกลงเขตการค้าเสรี ควรมีมาตรการต่างๆ เพื่อเป็นกลไกในการป้องกันผลกระทบต่ออุตสาหกรรมภายในและหลีกเลี่ยงการปฏิบัติตามพันธกรณี เช่น มาตรการ AD, CVD การใช้มาตรการคุ้มกัน (Safeguards) การใช้มาตรการที่ไม่ใช่ภาษีศุลกากร ซึ่งทำให้การดำเนินการตามพันธกรณีไม่มีผลในการเปิดตลาด รวมทั้งกำหนดกลไกการยุติปัญหาหรือข้อพิพาทอย่างเป็นธรรม
6) ในการจัดทำเขตการค้าเสรีควรให้มีผลในทางปฏิบัติโดยเร็ว ทั้งนี้ อาจมีการเจรจาตกลงในเรื่องที่จะเป็นการเก็บเกี่ยวผลประโยชน์ระหว่างกันก่อน (Early Harvest)",,Y,389,2019-02-21 10:52:28,2019-02-21 10:52:28
